movie.num,custom.num,ratio,custom.year
13897,525679,2,2004-01-15
13897,2393834,5,2003-11-23
13897,1026664,3,2005-04-28
13897,245765,5,2005-05-02
13897,2167362,5,2005-05-13
13897,892252,4,2005-05-16
13897,1611477,5,2005-05-21
13897,165247,5,2005-05-22
13897,2255072,3,2005-05-24
13897,714327,3,2005-06-12
13897,2454494,4,2005-06-24
13897,2275507,5,2005-06-24
13897,2455117,5,2005-11-15
13897,1082737,5,2005-07-18
13897,77168,5,2005-08-09
13897,1470619,4,2005-08-17
13897,622830,3,2004-08-31
13897,2621771,3,2005-11-17
13897,1791643,5,2005-07-25
13897,1386877,3,2005-07-26
13897,1405447,5,2005-08-10
13897,820500,4,2005-08-12
13897,2635019,4,2005-08-15
13897,262157,5,2005-08-17
13897,1555694,4,2005-08-23
13897,2524475,4,2004-08-24
13897,294638,4,2004-12-06
13897,708119,2,2005-01-28
13897,1535671,2,2005-03-28
13897,486846,3,2005-04-30
13897,1799329,5,2005-05-15
13897,2633307,5,2005-05-31
13897,2138332,2,2004-04-07
13897,2553601,5,2004-03-01
13897,433126,4,2004-10-11
13897,251497,4,2004-12-06
13897,1903582,4,2004-12-07
13897,698909,4,2005-01-19
13897,1427387,3,2005-05-22
13897,2620046,2,2005-06-18
13897,1879542,5,2005-06-23
13897,2397588,4,2004-04-13
13897,225218,4,2005-07-20
13897,1110156,4,2004-04-09
13897,487450,4,2005-09-07
13897,2251317,3,2004-07-03
13897,1402537,5,2004-07-06
13897,589453,5,2005-01-31
13897,1990957,5,2004-04-18
13897,1634433,5,2005-08-18
13897,2277477,3,2004-04-17
13897,1389683,4,2004-08-20
13897,2173371,4,2004-10-04
13897,1878040,2,2005-05-16
13897,647462,5,2005-05-17
13897,39533,5,2004-08-27
13897,1136671,5,2004-09-01
13897,1227605,4,2004-09-14
13897,433426,4,2004-12-22
13897,1225533,4,2005-05-04
13897,439968,3,2005-09-02
13897,791612,4,2005-10-16
13897,798669,5,2005-07-09
13897,2195071,5,2004-05-19
13897,2133551,5,2005-08-12
13897,962019,3,2005-08-14
13897,1258763,5,2005-08-19
13897,851453,4,2004-08-24
13897,1810670,4,2004-07-16
13897,1697201,5,2005-08-28
13897,420591,5,2004-08-12
13897,1566773,5,2004-10-04
13897,403504,4,2004-10-24
13897,2618515,4,2004-12-28
13897,1205486,3,2005-02-04
13897,1709795,4,2005-05-08
13897,1172958,4,2005-05-13
13897,2399790,3,2005-08-09
13897,1456474,4,2004-05-03
13897,1600392,4,2005-08-14
13897,2454190,5,2004-08-13
13897,874505,5,2005-08-19
13897,1117189,4,2004-02-26
13897,1184523,4,2004-08-02
13897,1914257,4,2005-05-19
13897,1702841,5,2005-06-10
13897,1609519,4,2005-07-12
13897,1270517,4,2004-04-08
13897,615743,4,2004-03-30
13897,1198453,5,2004-12-07
13897,2450433,3,2005-01-12
13897,2211187,3,2005-05-09
13897,1743858,4,2005-06-01
13897,2444627,5,2005-11-01
13897,1652105,4,2004-07-12
13897,1783491,5,2004-10-04
13897,508097,4,2005-06-13
13921,1022378,1,2004-07-13
13921,1457332,1,2004-03-19
13921,824097,4,2004-08-09
13921,2381246,3,2004-03-17
13921,1575876,4,2004-03-22
13921,976861,4,2004-11-09
13921,755735,3,2005-01-19
13921,1989800,5,2005-03-14
13921,2193455,5,2005-03-23
13921,1524454,5,2005-04-22
13921,466862,2,2005-10-26
13921,705162,4,2005-12-04
13921,1661229,2,2004-06-03
13921,610615,3,2004-05-14
13921,2630970,5,2004-03-31
13921,461110,1,2004-05-12
13921,1623132,3,2004-08-09
13921,1976449,2,2004-09-08
13921,66414,3,2004-11-11
13921,1345108,2,2005-11-05
13921,428294,3,2004-05-10
13921,467816,1,2004-09-07
13921,2253124,3,2004-06-07
13921,2121612,5,2004-06-15
13921,203006,4,2004-08-02
13921,1337685,3,2004-10-11
13921,232549,3,2005-01-08
13921,2339348,3,2005-05-25
13921,1275804,3,2005-11-14
13921,2213550,4,2004-04-16
13921,296525,3,2004-08-16
13921,213183,4,2004-11-16
13921,37188,3,2004-12-24
13921,1682908,3,2005-06-16
13921,2220945,5,2004-08-29
13921,1977959,3,2004-04-13
13921,381326,3,2004-08-10
13921,2176918,4,2004-04-19
13921,845136,2,2004-05-18
13921,1098265,3,2004-06-24
13921,2023755,4,2004-09-23
13921,740724,2,2005-01-26
13921,1091730,3,2005-03-16
13921,227042,1,2005-05-10
13921,2628653,2,2005-06-23
13921,1998055,5,2004-05-19
13921,1333,3,2005-08-17
13921,776655,3,2004-05-11
13921,1113647,3,2004-05-07
13921,1661882,3,2004-07-25
13921,1937737,3,2004-12-14
13921,347375,4,2005-01-24
13921,1952672,3,2005-02-17
13921,322178,1,2005-03-17
13921,89266,3,2005-06-28
13921,2565719,3,2004-06-27
13921,104851,4,2004-04-23
13921,1523159,3,2004-06-22
13921,1897382,3,2004-05-14
13921,2137424,4,2005-04-01
13921,2268573,2,2004-03-13
13921,507921,4,2004-03-18
13921,308602,3,2004-07-13
13921,1791540,4,2004-06-20
13921,1073138,4,2004-09-30
13921,353813,5,2004-12-13
13921,959291,4,2005-01-30
13921,350836,4,2005-04-28
13921,2219000,4,2005-06-08
13921,1774665,4,2005-06-30
13921,1890622,3,2004-03-30
13921,643172,2,2004-07-12
13921,212536,3,2004-09-15
13921,1128457,2,2004-05-28
13921,2384246,4,2004-07-29
13921,76597,5,2004-12-10
13921,450336,3,2005-03-01
13921,1184563,4,2005-04-17
13921,1666429,4,2005-10-24
13921,722818,4,2005-07-07
13921,1685886,5,2004-08-16
13921,1976768,4,2004-08-09
13921,2602249,2,2004-05-20
13921,952677,4,2004-04-19
13921,836201,5,2004-07-28
13921,2297121,3,2004-06-21
13921,2494854,3,2005-03-02
13921,2082618,2,2005-05-04
13921,2280276,2,2004-03-29
13921,1135678,4,2004-06-01
13921,1400056,4,2004-12-05
13921,1405935,3,2005-08-28
13921,882552,2,2004-06-08
13921,549515,1,2005-01-25
13921,2141632,3,2005-04-06
13921,490147,3,2004-07-03
13921,1912383,4,2004-07-03
13921,1413219,4,2004-08-04
13921,1154813,1,2004-04-14
13921,216738,5,2004-05-11
13921,964493,2,2004-10-05
13921,240214,3,2004-10-25
13921,786312,2,2005-03-03
13921,2341069,3,2004-06-23
13921,389017,1,2004-09-14
13921,2056324,2,2004-07-11
13921,2400130,1,2004-09-14
13921,820624,3,2004-03-16
13921,1632126,5,2004-07-19
13921,827100,3,2005-05-16
13921,1015684,1,2005-12-08
13921,2102030,2,2004-03-10
13921,1261143,3,2004-03-22
13921,1459488,5,2005-02-22
13921,352193,3,2005-05-16
13921,2121810,1,2004-05-01
13921,2132087,5,2004-09-16
13921,2637521,4,2005-08-22
13921,2586886,5,2004-06-14
13921,355744,2,2004-04-08
13921,1056348,3,2004-06-22
13921,1150025,3,2004-07-04
13921,669564,4,2004-06-06
13921,330292,3,2004-10-15
13921,299496,3,2005-04-16
13921,1524682,3,2005-04-25
13921,2129475,2,2005-06-09
13921,1075602,3,2005-10-27
13921,7601,3,2004-05-27
13921,1054626,1,2004-03-13
13921,2310877,3,2004-05-26
13921,479267,3,2005-08-18
13921,1564572,4,2004-07-19
13921,2083924,3,2004-08-31
13921,802293,3,2004-04-08
13921,944069,4,2004-03-15
13921,926374,4,2004-04-02
13921,2070937,1,2004-10-06
13921,470500,3,2005-02-24
13921,1040970,5,2005-04-06
13921,627019,2,2005-06-30
13921,2426984,2,2005-07-06
13921,1206067,4,2004-08-09
13921,1321983,3,2004-04-06
13921,657343,4,2004-06-07
13921,612959,5,2004-06-25
13921,1684177,3,2004-08-30
13921,2595185,4,2004-10-25
13921,1450406,1,2005-03-09
13921,2168749,3,2005-03-14
13921,489352,3,2005-05-21
13921,1181925,1,2005-06-29
13921,1447712,2,2005-11-10
13921,1747332,5,2004-06-07
13921,739473,3,2004-08-23
13921,2001875,4,2004-03-22
13921,862743,3,2004-06-22
13921,880219,3,2004-07-28
13921,2265877,1,2004-06-14
13921,1341649,3,2004-07-07
13921,2520513,4,2004-09-30
13921,1764820,3,2004-10-06
13921,484043,3,2004-10-10
13921,945086,4,2005-04-06
13921,660937,5,2005-08-24
13921,2246845,3,2004-04-09
13921,1849148,3,2004-07-04
13921,2327223,4,2004-10-22
13921,2311930,4,2005-02-25
13921,289980,4,2005-12-23
13921,312743,3,2005-07-12
13921,1953910,3,2004-05-21
13921,1512369,4,2004-05-07
13921,1288554,5,2004-04-13
13921,1607574,3,2004-09-13
13921,560291,2,2004-03-18
13921,1695221,4,2004-09-11
13921,1659538,3,2004-10-13
13921,1084367,2,2004-11-30
13921,1338247,3,2005-01-08
13921,1859573,3,2005-05-03
13921,1001129,3,2005-05-24
13921,1216371,4,2005-10-06
13921,1184954,4,2005-11-11
13921,662412,3,2004-06-05
13921,2604976,4,2004-07-13
13921,224880,3,2004-07-09
13921,2169446,3,2004-07-23
13921,2277519,3,2004-08-26
13921,1411981,2,2004-05-03
13921,796682,3,2004-06-03
13921,920597,1,2004-12-15
13921,333080,3,2005-01-26
13921,2642782,3,2005-03-08
13921,1689531,3,2005-10-16
13921,2485022,3,2004-07-20
13921,728335,3,2004-10-14
13921,185438,3,2005-03-08
13921,2344669,3,2005-05-16
13921,968279,3,2005-06-23
13921,2162539,1,2004-04-01
13921,732363,4,2005-08-21
13921,2556305,3,2004-08-30
13921,292601,2,2004-04-12
13921,2263654,3,2004-03-15
13921,1631631,3,2004-09-01
13921,1046367,3,2004-10-27
13921,2014292,3,2004-11-21
13921,1634668,4,2005-02-03
13921,20735,2,2005-03-05
13921,2278960,1,2005-09-25
13921,831643,3,2004-03-11
13921,1504360,4,2004-09-09
13921,1860633,4,2004-07-19
13921,572122,5,2004-05-14
13921,1802239,3,2004-03-04
13921,2074775,4,2004-05-16
13921,528527,2,2004-06-26
13921,1990316,3,2004-06-14
13921,1647020,3,2004-08-01
13921,2240305,4,2004-12-15
13921,388195,4,2005-05-08
13921,737489,1,2005-05-28
13921,727242,1,2004-05-20
13921,2396197,3,2004-03-19
13921,1361023,3,2004-06-29
13921,316087,4,2005-02-11
13921,1884467,4,2004-07-01
13921,1402114,4,2004-03-09
13921,2294328,2,2004-06-18
13921,1722939,4,2005-05-23
13921,1716429,3,2005-07-03
13921,868892,4,2004-07-23
13921,1262868,1,2004-09-29
13921,762987,2,2004-12-16
13921,2174151,4,2005-01-09
13921,33609,2,2005-02-14
13921,248239,3,2004-05-26
13921,111211,2,2005-08-27
13921,778615,4,2004-03-06
13921,820052,3,2004-05-31
13921,1716007,2,2005-08-18
13921,873624,4,2004-04-11
13921,2221050,4,2004-03-20
13921,2408309,1,2005-08-30
13921,1101438,3,2004-08-23
13921,1501028,3,2004-08-21
13921,2627712,1,2004-08-18
13921,1963970,3,2004-12-09
13921,2636960,2,2004-12-20
13921,255960,2,2005-10-02
13921,246693,3,2005-10-10
13921,1213539,3,2004-03-18
13921,788185,3,2004-03-16
13921,1689950,4,2004-06-24
13921,2188135,3,2004-07-12
13921,753195,3,2004-08-13
13921,325001,3,2004-07-04
13921,646706,2,2004-10-05
13921,1979650,2,2005-03-11
13921,2426902,1,2005-03-16
13921,2175107,4,2005-03-28
13921,214296,2,2005-04-23
13921,251863,4,2005-09-15
13921,2196595,1,2005-09-27
13921,1792741,1,2004-05-18
13921,96641,2,2005-08-01
13921,1785838,3,2004-03-09
13921,334159,1,2005-08-31
13921,2500685,3,2004-10-05
13921,2462187,2,2004-11-11
13921,758402,2,2005-07-12
13921,2003550,3,2004-05-04
13921,1761229,4,2004-07-13
13921,936509,3,2004-08-31
13921,1041295,4,2004-03-19
13921,510319,4,2004-07-01
13921,1273374,2,2004-04-28
13921,853580,3,2004-08-16
13921,574499,4,2004-07-08
13921,10712,2,2004-10-26
13921,122830,1,2004-10-30
13921,164845,1,2005-03-04
13921,1021301,2,2005-03-05
13921,2519921,5,2004-09-01
13921,1346081,2,2004-03-20
13921,221882,5,2004-04-13
13921,1240130,3,2004-04-20
13921,1145000,2,2004-07-08
13921,413917,4,2004-06-25
13921,793998,2,2004-12-03
13921,1356347,4,2004-12-08
13921,2127699,2,2004-12-19
13921,1137785,5,2005-05-24
13921,1614730,3,2004-05-01
13921,2027912,4,2004-08-17
13921,793027,4,2005-08-14
13921,507499,3,2004-03-07
13921,64588,5,2004-08-02
13921,2261623,4,2004-03-05
13921,1682081,1,2004-08-16
13921,646398,1,2004-05-10
13921,703380,2,2004-07-18
13921,972186,3,2004-06-06
13921,2357216,5,2004-08-23
13921,2089742,3,2004-10-11
13921,219846,3,2004-12-17
13921,2237185,3,2005-02-23
13921,1385052,3,2005-04-30
13921,342691,4,2005-07-29
13921,1769539,3,2005-08-07
13921,455044,2,2004-05-08
13921,2316813,3,2004-04-13
13921,1329972,5,2004-06-25
13921,1828505,3,2004-08-18
13921,488350,3,2004-11-29
13921,1139570,3,2004-04-04
13921,1739615,3,2005-08-04
13921,2032181,3,2004-03-14
13921,1280640,2,2004-08-02
13921,687769,1,2004-07-22
13921,1882954,3,2004-08-04
13921,1100363,4,2004-10-18
13921,1193636,3,2004-12-07
13921,2339981,3,2005-03-04
13921,1819462,1,2005-04-28
13921,1157288,3,2005-12-10
13921,2439493,2,2004-03-18
13921,1761530,2,2004-05-14
13921,861860,2,2004-05-03
13921,1025764,3,2004-08-15
13921,2552425,3,2004-05-06
13921,530789,3,2004-06-01
13921,1180532,5,2004-03-22
13921,2548293,3,2004-07-07
13921,448190,1,2004-09-22
13921,2019396,4,2004-10-19
13921,2062090,3,2005-01-24
13921,71795,4,2005-02-18
13921,294943,3,2005-06-03
13921,2425255,3,2005-10-23
13921,357481,3,2005-07-08
13921,2601604,3,2004-09-04
13921,2132548,3,2004-06-08
13921,1360140,3,2004-04-28
13921,2225116,5,2004-06-21
13921,2468097,1,2005-01-04
13921,720436,5,2005-03-03
13921,2112095,3,2005-04-22
13921,1863627,3,2005-05-09
13921,1850615,1,2005-07-12
13921,807065,4,2004-08-24
13921,1123516,4,2004-06-23
13921,1755612,4,2004-07-28
13921,1147101,4,2004-12-09
13921,1147370,3,2005-03-02
13921,609742,2,2005-04-04
13921,2375945,2,2005-05-22
13921,1874439,3,2005-06-28
13921,204537,2,2005-12-21
13921,2415589,4,2005-07-31
13921,2507392,3,2005-08-03
13921,1655003,2,2004-06-15
13921,2018815,2,2004-05-31
13921,1455018,4,2004-10-19
13921,1779522,4,2004-10-22
13921,1917946,2,2005-03-08
13921,1416455,4,2005-06-20
13921,54197,3,2004-08-28
13921,1848289,1,2004-07-12
13921,2291222,3,2004-06-23
13921,1561649,3,2004-06-11
13921,1381258,5,2004-06-30
13921,872361,3,2004-07-22
13921,446168,5,2004-11-17
13921,1267693,5,2005-02-03
13921,1045551,2,2005-09-27
13921,569679,3,2005-10-09
13921,2297858,3,2005-12-14
13921,1616563,3,2005-12-31
13921,174783,2,2004-05-20
13921,1517010,3,2004-06-04
13921,2418035,4,2004-04-29
13921,1656839,3,2004-07-27
13921,373938,4,2004-10-18
13921,922459,2,2005-03-28
13921,969328,5,2005-12-13
13921,317543,5,2004-03-13
13921,1122887,3,2004-08-23
13921,1386800,5,2004-06-01
13921,725368,3,2004-03-15
13921,910059,3,2005-08-30
13921,344347,3,2004-06-19
13921,1200256,4,2004-04-12
13921,1993937,3,2004-06-30
13921,1301420,2,2005-03-01
13921,1587574,5,2005-05-23
13921,906871,2,2004-09-08
13921,2283820,2,2004-07-13
13921,1219057,3,2004-03-08
13921,1731602,5,2004-10-19
13921,2454567,5,2004-12-21
13921,779653,5,2004-12-29
13921,192307,3,2005-01-01
13921,1649966,5,2005-02-17
13921,555073,3,2005-12-18
13921,2077564,5,2004-05-21
13921,1595359,3,2004-08-30
13921,1861093,1,2004-08-04
13921,1117919,4,2004-09-17
13921,1176119,5,2004-11-30
13921,52439,4,2005-01-12
13921,551569,4,2005-02-28
13921,990182,3,2005-05-01
13921,1403686,3,2005-06-07
13921,1154249,2,2005-09-28
13921,2115636,1,2005-07-12
13921,2069790,4,2004-06-29
13921,1494982,3,2004-03-26
13921,810636,2,2004-05-05
13921,1267391,3,2004-06-09
13921,2497507,1,2004-04-06
13921,2019520,1,2004-10-16
13921,2260833,3,2005-01-25
13921,1963115,5,2004-05-28
13921,1198759,3,2005-07-25
13921,929208,5,2004-05-07
13921,659285,3,2004-03-16
13921,1232231,2,2004-09-09
13921,147563,4,2004-09-22
13921,1903822,3,2004-10-08
13921,2040859,1,2004-11-23
13921,884354,4,2005-02-13
13921,361630,4,2005-03-28
13921,827537,5,2005-05-17
13921,7116,2,2005-06-14
13921,2581032,3,2004-05-26
13921,2455107,3,2004-08-14
13921,1395008,1,2004-04-18
13921,681476,3,2005-08-16
13921,2530071,2,2004-06-14
13921,964228,3,2004-03-11
13921,345916,5,2004-03-18
13921,1434856,4,2004-04-11
13921,2081430,2,2004-08-21
13921,247932,3,2005-06-07
13921,480288,4,2004-03-28
13921,1836230,3,2004-07-12
13921,1169880,4,2004-04-14
13921,1901318,4,2004-06-20
13921,616603,3,2004-09-23
13921,1177340,3,2005-01-03
13921,392245,5,2005-02-08
13921,2280249,1,2005-04-22
13921,1004390,2,2005-04-28
13921,1621533,4,2005-10-11
13921,2331739,3,2004-03-09
13921,1101354,3,2005-08-09
13921,68814,1,2004-07-20
13921,1762226,1,2004-11-15
13921,1268509,4,2004-12-27
13921,1953075,3,2005-04-09
13921,1167144,3,2005-09-27
13921,1185151,1,2005-10-23
13921,704254,1,2005-12-02
13921,2566598,2,2005-07-07
13921,2169947,3,2004-04-27
13921,252863,2,2005-02-19
13921,552107,2,2004-03-14
13921,2314419,3,2004-12-31
13921,1871629,3,2005-01-20
13921,1717110,5,2005-04-21
13921,2032825,3,2004-03-14
13921,1394991,3,2004-08-22
13921,2387409,2,2004-03-30
13921,265049,1,2004-07-30
13921,952156,3,2004-07-31
13921,378033,1,2004-05-01
13921,1275826,4,2004-12-21
13921,70483,4,2004-03-31
13921,2365581,4,2004-03-20
13921,895565,4,2004-09-21
13921,927462,3,2004-10-27
13921,1903324,1,2004-12-08
13921,884203,5,2004-12-25
13921,566587,3,2005-09-08
13921,2556053,3,2004-05-25
13921,1358685,4,2004-04-23
13921,2159060,5,2004-08-16
13921,818752,3,2004-07-23
13921,1021657,1,2004-06-01
13921,1322507,3,2004-12-28
13921,2450433,3,2005-03-09
13921,2098047,3,2005-03-28
13921,1641028,4,2005-04-12
13921,67658,3,2005-04-21
13921,1258912,2,2005-11-12
13921,1287939,3,2005-12-29
13921,540783,3,2005-07-16
13921,1380915,4,2004-04-28
13945,1302469,5,2005-04-01
13945,452088,3,2004-12-30
13945,2513364,2,2004-11-02
13945,2281492,2,2005-01-06
13945,360787,5,2005-02-24
13945,566946,3,2005-04-05
13945,1906255,3,2004-11-29
13945,2085974,3,2005-01-11
13945,1087140,1,2004-11-02
13945,1488926,5,2004-11-14
13945,603908,2,2004-12-30
13945,2295210,2,2004-11-10
13945,945561,3,2005-01-05
13945,1022903,2,2004-11-23
13945,1195401,3,2005-09-21
13945,732237,3,2004-11-26
13945,615801,1,2005-02-02
13945,2444311,4,2004-10-20
13945,2021141,3,2005-05-01
13945,2203396,2,2005-01-10
13945,395220,5,2005-01-11
13945,155315,3,2005-01-28
13945,461675,3,2004-12-30
13945,1640930,1,2004-10-17
13945,1440917,4,2004-12-17
13945,2093631,3,2005-01-31
13945,71288,2,2004-10-20
13945,2612134,3,2004-11-29
13945,1652683,1,2004-10-22
13945,1172929,2,2004-11-10
13945,181700,5,2004-11-22
13945,1882485,4,2004-12-19
13945,2049346,4,2005-03-07
13945,2371270,2,2005-06-28
13945,324977,2,2005-01-10
13945,2577217,3,2005-03-09
13945,1468820,3,2005-11-24
13945,2439493,1,2005-08-15
13945,2310071,1,2004-12-16
13945,147386,3,2004-11-09
13945,1277216,3,2004-11-03
13945,1803526,1,2004-12-01
13945,2233486,1,2004-10-29
13945,250988,1,2004-11-28
13945,1492836,2,2004-12-09
13945,391201,5,2005-08-01
13945,398547,3,2004-11-05
13945,2179853,2,2005-01-29
13945,1005457,2,2005-05-03
13945,33714,3,2004-11-03
13945,280191,3,2005-07-14
13945,2429036,3,2005-02-16
13945,1942741,4,2004-11-21
13945,2082864,3,2004-10-22
13945,1778729,2,2004-11-27
13945,1681131,2,2004-12-04
13945,890342,3,2004-12-01
13945,2557818,1,2004-12-12
13945,889278,1,2004-11-01
13945,2581344,3,2005-02-25
13945,1030547,5,2005-09-26
13945,2638895,3,2005-09-02
13945,1125222,4,2005-02-26
13945,1455342,2,2004-10-18
13945,2418789,2,2004-11-29
13945,184705,3,2004-11-18
13945,2056633,3,2004-12-20
13945,1804492,1,2004-11-20
13945,1646495,2,2004-11-02
13945,621764,3,2005-01-19
13945,1936210,3,2005-11-18
13945,1095815,2,2004-11-17
13945,1936049,2,2004-11-01
13945,303270,3,2004-11-02
13945,744232,1,2004-10-21
13945,1121674,3,2005-01-10
13945,2397507,2,2005-05-21
13945,121699,4,2005-04-07
13945,1247404,2,2004-10-18
13945,1240875,1,2004-10-18
13945,1664010,3,2005-10-12
13945,1095457,1,2005-07-13
13945,1522015,3,2005-08-01
13945,2248126,1,2005-05-17
13945,1145473,1,2005-07-26
13945,1738777,4,2005-02-20
13945,1738197,4,2005-06-13
13945,572481,1,2004-10-11
13945,1783204,3,2004-11-16
13945,1116520,3,2004-11-23
13945,2072351,2,2004-11-24
13945,1824028,2,2004-12-21
13945,109701,2,2005-01-11
13945,1052942,3,2004-11-01
13945,2624159,2,2004-11-01
13945,686842,4,2004-11-16
13945,2426783,3,2005-02-19
13945,2181139,1,2004-11-15
13945,1599233,2,2004-12-13
13945,1964601,2,2004-11-30
13945,1289557,3,2005-01-06
13945,2459229,2,2005-01-19
13945,1509113,5,2004-12-01
13945,2200332,2,2005-01-26
13945,1885496,1,2005-04-06
13945,808020,5,2004-10-26
13945,742195,3,2004-12-27
13945,2484036,2,2004-11-15
13945,370825,4,2005-05-25
13945,661518,2,2004-10-28
13945,1839021,3,2004-11-02
13945,1239154,2,2004-11-08
13945,2167698,5,2004-11-23
13945,2608496,2,2005-01-13
13945,2524890,1,2005-01-12
13945,999819,2,2004-12-18
13945,1987742,5,2004-12-31
13945,937979,3,2005-02-06
13945,1597865,2,2005-02-08
13945,2537324,2,2005-07-28
13945,2175438,2,2005-01-06
13945,2269726,3,2005-03-13
13945,1288089,3,2004-10-12
13945,1125264,3,2005-01-08
13945,2606799,3,2005-05-16
13945,2183788,2,2004-11-26
13945,759902,4,2004-10-16
13945,1213094,3,2004-11-04
13945,2149641,3,2005-01-06
13945,2235596,3,2004-12-07
13945,2342955,2,2004-12-28
13945,591072,3,2005-11-16
13945,1082804,3,2005-01-03
13945,1369151,3,2005-06-17
13945,17287,3,2004-12-29
13945,2076552,3,2004-11-02
13945,305344,1,2004-10-07
13945,1312935,3,2005-01-11
13945,417263,2,2004-11-05
13945,2529068,1,2005-02-14
13945,2341749,3,2005-11-17
13945,1205174,4,2004-10-29
13945,172630,4,2004-11-04
13945,896510,2,2004-11-10
13945,1864108,3,2004-12-10
13945,1621899,4,2005-10-20
13945,1912542,1,2004-10-26
13945,8815,3,2004-11-10
13945,2559066,1,2004-10-19
13945,2070124,3,2004-12-07
13945,2649323,2,2004-12-28
13945,2464081,4,2004-10-25
13945,2477861,2,2004-11-19
13945,758462,3,2005-10-04
13945,174770,2,2004-11-02
13945,278049,2,2004-11-19
13945,968086,2,2005-01-24
13945,2458832,2,2004-11-12
13945,2111335,4,2004-11-18
13945,944472,3,2005-01-03
13945,1937352,3,2005-02-06
13945,860307,4,2005-02-23
13945,150591,5,2005-02-03
13945,902413,3,2005-02-02
13945,1528019,2,2004-10-12
13945,304945,5,2004-10-22
13945,2554860,2,2005-10-03
13945,89489,3,2005-02-15
13945,648709,4,2005-04-03
13945,152556,4,2004-10-22
13945,1902365,2,2004-11-12
13945,752642,1,2004-10-13
13945,1949549,3,2004-10-27
13945,314379,4,2005-05-29
13945,537388,3,2004-11-25
13945,836373,3,2005-01-13
13945,812125,4,2005-10-25
13945,1978505,2,2004-10-26
13945,762717,2,2005-01-20
13945,943314,2,2005-02-07
13945,2477951,4,2005-02-24
13945,1267371,2,2005-03-24
13945,2118461,3,2005-12-18
13945,1388172,4,2005-09-02
13945,120295,3,2004-10-20
13945,1820712,3,2004-11-02
13945,387418,1,2004-11-13
13945,1634085,3,2004-11-18
13945,802808,2,2004-12-01
13945,2145169,2,2004-10-21
13945,1121106,3,2004-11-02
13945,974375,2,2004-12-21
13945,492291,2,2005-02-28
13945,2402258,2,2004-11-08
13945,499822,1,2004-10-20
13945,96441,5,2004-10-29
13945,1784357,2,2004-11-08
13945,206736,4,2004-11-16
13945,1145221,3,2005-02-10
13945,1250700,2,2004-10-25
13945,1593649,2,2004-10-25
13945,383757,4,2004-11-28
13945,212718,1,2004-12-16
13945,2498386,2,2004-10-22
13945,2145249,3,2005-05-04
13945,1239774,3,2005-05-05
13945,403972,3,2004-12-17
13945,305486,1,2005-02-11
13945,129428,1,2005-07-02
13945,326502,1,2004-12-27
13945,1476239,4,2004-11-01
13945,1723648,4,2004-11-09
13945,2331829,2,2004-11-30
13945,680238,3,2004-10-31
13945,2286702,1,2004-11-09
13945,543229,3,2004-10-25
13945,697461,3,2005-06-23
13945,2583734,2,2004-11-28
13945,1942026,3,2004-12-25
13945,2433435,5,2005-01-05
13945,442924,4,2004-11-29
13945,1703063,4,2005-02-17
13945,1161690,3,2004-11-15
13945,411160,2,2004-12-24
13945,453585,3,2005-03-21
13969,1850680,1,2005-09-17
13969,2625420,2,2005-03-17
13969,2517586,2,2005-09-13
13969,776067,4,2004-03-12
13969,300074,1,2005-07-10
13969,1277457,3,2005-08-07
13969,93889,4,2004-11-23
13969,2202659,5,2005-09-30
13969,1610926,4,2005-07-25
13969,2141387,5,2004-08-16
13969,2171986,4,2005-01-12
13969,1001129,2,2004-10-08
13969,782443,4,2004-06-08
13969,2602191,4,2004-08-16
13969,574670,5,2005-08-26
13969,1852503,5,2004-08-19
13969,670539,2,2004-06-22
13969,1433690,4,2005-01-03
13969,441737,5,2005-02-15
13969,1575462,3,2004-06-14
13969,266172,4,2004-04-22
13969,1792741,3,2005-10-12
13969,1589582,3,2004-02-26
13969,1827952,5,2005-04-12
13969,636262,1,2005-08-23
13969,1815541,1,2004-07-19
13969,1494681,3,2004-03-11
13969,2439493,1,2004-02-12
13969,88400,3,2004-11-02
13969,379236,1,2004-05-21
13969,1952860,5,2004-12-09
13969,2507646,3,2005-12-02
13969,2156909,2,2005-03-21
13969,48876,5,2004-02-19
13969,1473980,1,2005-09-25
13969,2289956,3,2004-06-02
13969,2040859,1,2004-11-23
13969,1906808,5,2004-03-17
13969,1463818,3,2005-04-20
13969,1042365,3,2004-08-21
13969,783348,4,2004-10-26
13969,1558352,4,2004-10-11
13969,757005,3,2004-11-24
13969,2331428,2,2005-02-02
13969,479744,3,2005-09-07
13969,2006491,2,2004-03-25
13969,2094329,4,2004-11-18
13969,2188435,5,2005-02-11
13969,2345656,5,2005-09-16
13969,129052,4,2004-12-03
13969,2346924,3,2004-03-29
13969,1278877,3,2005-03-26
13969,507603,1,2005-08-27
13969,1514579,4,2005-03-23
13969,986687,5,2004-02-17
13969,2578830,4,2005-04-19
13969,2552319,2,2005-04-03
13969,1538160,5,2004-11-08
13969,153368,5,2005-01-10
13969,1347835,5,2005-05-10
13969,909668,5,2005-12-21
13969,2226834,4,2004-08-11
13969,264737,2,2005-06-11
13969,1664010,4,2005-10-15
13969,2351960,3,2004-11-13
13969,1109734,4,2004-08-11
13969,696206,3,2005-01-31
13969,1707598,4,2005-10-11
13969,1421840,3,2004-02-18
13969,1445648,4,2004-05-21
13969,329958,1,2004-02-08
13969,151832,4,2004-10-29
